track_name,genre,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Smoking on my Ex Pack,"R&B, Soul",SZA,1,2022,12,9,811,0,57.144.458,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38
Conceited,"R&B, Soul",SZA,1,2022,12,9,899,0,56.870.689,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7
Snow On The Beach (feat. Lana Del Rey),Pop,"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323.437.194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4
Maroon,Pop,Taylor Swift,1,2022,10,21,2304,0,317.726.339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6
,Nhạc Dance,"DJ LK da Escocia, Tchakabum & MC Ryan SP, mc jhenny",4,2022,9,28,1003,0,116.144.341,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36
Bejeweled,Pop,Taylor Swift,1,2022,10,21,2699,0,328.207.708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7
Tarot,Pop,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608.228.647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),Pop,"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180.577.478,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
Desesperados,Latin pop,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809.306.935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
Too Late,"R&B, Soul",SZA,1,2022,12,8,714,0,49.262.961,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8
Party,Latin pop,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614.555.082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9
Run Rudolph Run - Single Version,Rock,Chuck Berry,1,1958,1,1,8612,0,245.350.949,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells - Remastered 1999,Pop,Frank Sinatra,1,1957,1,1,4326,0,178.660.459,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
Far,"R&B, Soul",SZA,1,2022,12,9,680,0,51.641.685,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8
On Time (with John Legend),"R&B, Soul","John Legend, Metro Boomin",2,2022,12,2,398,0,78.139.948,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6
GATUBELA ,Latin pop,"Maldy, Karol G",2,2022,8,25,3328,13,322.336.177,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39
abcdefu,Pop,Gayle,1,2021,8,13,7215,0,1.007.612.429,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5
Sacrifice,"R&B, Soul",The Weeknd,1,2022,1,7,4440,0,326.792.833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,"R&B, Soul",The Weeknd,1,2022,1,7,2881,6,391.251.368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,Pop,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349.585.590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5
Out of Time,"R&B, Soul",The Weeknd,1,2022,1,7,3711,0,339.659.802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5
Do It To It,Pop,"Cherish, ACRAZE",2,2021,8,20,12403,0,674.772.936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,Pop,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432.719.968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8
Pepas,Latin pop,Farruko,1,2021,6,24,14114,17,1.309.887.447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,"R&B, Soul",The Weeknd,1,2022,1,7,1915,0,119.238.316,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
Gasoline,"R&B, Soul",The Weeknd,1,2022,1,7,2297,0,116.903.579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Pop,Jaymes Young,1,2017,6,23,4375,0,888.046.992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,"R&B, Soul",The Weeknd,1,2022,1,7,2800,0,200.660.871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3
Take My Breath,"R&B, Soul",The Weeknd,1,2021,8,6,2597,0,130.655.803,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Pop,Olivia Rodrigo,1,2021,5,14,15563,6,1.887.039.593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18
"Here We Go...Again (feat. Tyler, the Creator)","R&B, Soul","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88.103.848,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3
Best Friends,"R&B, Soul",The Weeknd,1,2022,1,7,1292,0,101.114.984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More (feat. SZA),"R&B, Soul","SZA, Doja Cat",2,2021,4,9,15867,0,1.575.467.011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married (feat. Lil Wayne),"R&B, Soul","The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91.656.026,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19
Need To Know,Pop,Doja Cat,1,2021,6,11,6672,0,1.042.568.408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Pop,Lil Nas X,1,2020,9,18,12329,0,1.735.441.776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Afrobeats,Ckay,1,2019,7,26,5669,2,726.837.877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,"Electronic, R&B, Soul",The Weeknd,1,2022,1,7,811,0,53.933.526,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Pop,Jessica Darrow,1,2021,11,19,1756,0,267.758.538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,Pop,The Weeknd,1,2022,1,7,1014,0,74.601.456,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Pop,Lil Nas X,1,2021,9,17,7963,0,920.797.189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
One Right Now (with The Weeknd),"Pop, R&B, Soul","The Weeknd, Post Malone",2,2021,11,5,4771,0,539.595.276,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5
Beggin,"Pop, Rock",,1,2017,12,8,8559,0,1.367.810.478,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5
Mon Amour - Remix,"Latin pop, R&B, Soul","Aitana, zzoilo",2,2020,9,21,3221,2,578.207.856,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Latin pop, Reggaeton","Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775.542.072,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8
MONEY,"Pop, K-Pop",Lisa,1,2021,9,10,2566,13,863.625.566,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23
The Motto,"Electronic, Dance","Tiesto, Ava",2,2021,11,4,9151,6,656.013.912,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4
Happier Than Ever,"Pop, Indie Folk",Billie Eilish,1,2021,7,30,8476,0,1.056.760.045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4
Moth To A Flame (with The Weeknd),"Electronic, R&B, Soul","The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611.994.237,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4
traitor,Latin pop,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1.230.855.859,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5
Toxic,"Pop, Rock",BoyWithUke,1,2021,9,10,1795,0,582.981.380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Pop,Olivia Rodrigo,1,2021,1,8,12685,3,1.858.144.199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7
,Pop,Xam? ft. Gustah & NeoBeats,3,2021,11,30,648,1,240.684.449,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"Pop, Country",Taylor Swift,1,2021,11,12,4635,5,583.687.007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3
Don’t Break My Heart,"Pop, R&B, Soul",The Weeknd,1,2022,1,7,1184,0,63.803.529,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3
Oh My God,Pop,Adele,1,2021,11,19,4431,0,466.214.729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Latin pop, Reggaeton","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236.940.480,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
A Tale By Quincy,Pop,The Weeknd,1,2022,1,7,733,0,41.924.466,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Pop,Emmy Meli,1,2021,11,18,2795,0,225.259.194,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16
Medallo,Latin pop,"Blessd, Justin Quiles & Lenny Tavarez",3,2021,10,27,2780,2,393.230.256,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8
It'll Be Okay,Pop,Shawn Mendes,1,2021,12,1,1950,0,287.201.015,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3
Softcore,Pop,The Neighbourhood,1,2018,3,9,3947,12,599.770.206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,"Hip hop, TRap",Kodak Black,1,2021,10,30,2551,0,342.779.426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
Volvi,Latin pop,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673.801.126,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18
Todo De Ti,Latin pop,Rauw Alejandro,1,2020,11,2,11975,8,1.168.642.797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4
Love Nwantiti - Remix,"Afrobeats, Pop","Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540.539.717,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Pop, Funk","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383.550.148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"Pop, Indie Folk","THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530.511.203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,"Pop, R&B, Soul",The Weeknd,1,2022,1,7,715,0,37.307.967,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29
Tacones Rojos,Latin pop,Sebastian Yatra,1,2021,10,22,3047,9,510.876.816,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
Peaches (feat. Daniel Caesar & Giveon),"Pop, R&B, Soul","Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1.445.941.661,231,52,612,6,,90,,Major,63,49,68,38,0,42,18
Dakiti,"Latin pop, Reggaeton","Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1.763.363.713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Latin TRap,"Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374.191.487,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
L'enfer,"Pop, Chanson française",Stromae,1,2022,1,9,2035,0,108.809.090,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11
Nostalgico,Latin pop,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436.695.353,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5
Better Days (NEIKED x Mae Muller x Polo G),"Pop, Dance","NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421.040.617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Pop,Oliver Tree,1,2020,7,17,2868,0,501.541.661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Pop, R&B, Soul","Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354.065.229,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
Butter,"Pop, K-Pop",BTS,1,2021,5,21,4779,6,1.143.647.827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
pushin P (feat. Young Thug),"Hip hop, TRap","Young Thug, Future, Gunna",3,2022,1,7,3517,0,311.395.144,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
You Right,Pop,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672.656.250,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
deja vu,Pop,Olivia Rodrigo,1,2021,4,1,7545,4,1.256.880.657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
Dynamite,Pop,BTS,1,2020,8,21,8528,5,1.692.897.992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,"Pop, Electronic",Jnr Choi,1,2021,11,5,2979,0,245.095.641,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,Latin pop,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686.734.357,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4
Salimo de Noche,"Latin pop, Reggaeton","Trueno, Tiago pzk",2,2021,10,21,1057,0,261.414.174,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5
Volando - Remix,"Pop, R&B, Soul","Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610.045.621,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7
Leave The Door Open,"Hip hop, TRap","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1.115.880.852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Pop, Dance","Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594.482.982,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30
Don't Be Shy,Pop,Tiesto & Karol G ,2,2021,8,1,6026,0,566.954.746,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6
Love Grows (Where My Rosemary Goes),"Pop, R&B, Soul",Edison Lighthouse,1,1970,1,1,2877,0,245.908.945,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3
LA FAMA (with The Weeknd),"Pop, Musical","The Weeknd, ROSALiA",2,2021,11,11,4640,3,374.706.940,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5
The Family Madrigal,"Pop, R&B, Soul","Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184.937.148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,Latin pop,The Weeknd,1,2022,1,7,768,0,31.959.571,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,"Pop, Rock",Sebastian Yatra,1,2021,11,19,925,0,167.076.418,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5
Freaks,"Pop, Latin pop",Surf Curse,1,2015,5,10,3006,3,824.420.218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5
Acapulco,"Pop, R&B, Soul",Jason Derulo,1,2021,9,1,3098,0,363.467.642,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,"Hip hop, TRap",The Neighbourhood,1,2015,10,30,9771,4,1.127.468.248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"Pop, K-Pop","21 Savage, Gunna",2,2022,1,7,807,0,60.680.939,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,"Pop, Hip hop",IVE,1,2021,12,1,521,1,247.737.946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11
Mood (feat. Iann Dior),"Pop, Musical","24kgoldn, Iann Dior",2,2020,7,24,12854,0,1.699.402.402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,Latin pop,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154.797.871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4
DANCE CRIP,"Pop, Rock",Trueno,1,2021,11,17,731,0,198.883.004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9
Miserable Man,"Pop, Rock, Alternative",David Kushner,1,2022,1,7,788,0,124.407.432,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3
happier,Pop,Olivia Rodrigo,1,2021,5,21,3069,4,850.608.354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13
Praise God,"Pop, Gospel",Kanye West,1,2021,8,29,4651,0,376.333.030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Pop,Doja Cat,1,2021,6,25,4999,0,516.784.627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,"Pop, Ballad",Lewis Capaldi,1,2019,11,1,8327,24,1.608.045.237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6
Sky,"Pop, Hip hop",Playboi Carti,1,2020,12,25,3297,3,506.778.838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,"Pop, Soul",Adele,1,2010,11,29,35684,6,1.472.799.873,195,125,6.280,2,78,105,G#,Major,73,52,76,13,0,5,3
Sobrio,"Latin pop, Reggaeton",Maluma,1,2021,7,8,3506,10,513.643.924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22
Peru,Latin pop,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261.286.503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Pop,Olivia Rodrigo,1,2021,5,21,3681,0,783.706.581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4
Thunder,"Dance, Electronic","Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422.691.058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6
The Business,"Pop, Dance",,1,2020,1,1,14311,0,1.062.345.656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23
positions,Pop,Ariana Grande,1,2020,10,23,8207,0,1.252.563.873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12
I WANNA BE YOUR SLAVE,"Pop, Rock",Maneskin,1,2021,3,19,4873,0,851.070.493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4
Vai La Em Casa Hoje,Sertanejo,"George Henrique & Rodrigo, Marilia Mendonca",2,2021,10,22,772,0,263.894.529,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28
The Feels,"Pop, Dance",TWICE,1,2021,10,1,1150,0,345.903.614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,"Pop, R&B, Soul",Giveon,1,2020,2,21,5398,4,951.637.566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5
No Lie,"Pop, Dance","Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956.865.266,92,127,1.219,0,62,102,G,Major,74,45,89,5,0,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Pop, Dance","Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427.486.004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,"Pop, Rock",SALES,1,2016,4,20,1966,0,156.658.366,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3
2055,"Pop, TRap",Sleepy hallow,1,2021,4,14,2226,0,624.515.457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
Bored,Pop,Billie Eilish,1,2017,3,30,4204,0,777.765.388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,"Pop, Indie Folk",Billie Eilish,1,2021,7,28,1959,0,412.795.151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,"Pop, Rock, Alternative",Masked Wolf,1,2019,1,1,7191,0,1.138.474.110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9
Ley Seca,"Latin, Reggaeton","Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355.219.175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10
Every Summertime,Dance Pop,NIKI,1,2021,8,10,1211,2,290.228.626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Pop,Bruno Mars,1,2010,10,4,7109,2,1.062.956.628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3
you broke me first,Pop,Tate McRae,1,2020,4,17,6638,0,1.180.094.974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5
The Nights,"Progressive House, Electronic Dance Music",Avicii,1,2014,1,1,17354,8,1.456.081.449,92,122,1.282,0,55,126,F#,Major,53,66,85,2,0,24,4
Take My Breath,"Synth-Pop, R&B",The Weeknd,1,2021,8,6,6392,0,432.702.334,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5
Way 2 Sexy (with Future & Young Thug),"Hip hop, Rap","Drake, Future, Young Thug",3,2021,9,3,5481,0,489.945.871,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14
Curame,"Latin pop, Reggaeton",Rauw Alejandro,1,2021,6,25,2636,3,465.959.382,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5
Enemy - from the series Arcane League of Legends,"Rock, Alternative Rock","Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1.223.481.149,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23
Dance Monkey,"Pop, Dance Pop",Tones and I,1,2019,5,10,24529,0,2.864.791.672,533,167,3.595,6,,98,F#,Minor,82,54,59,69,0,18,10
Lucid Dreams,"Emo Rap, Hip hop",Juice WRLD,1,2017,6,15,14749,0,2.288.695.111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24
Que Mas Pues?,"Latin pop, Reggaeton","J Balvin, Maria Becerra",2,2021,1,28,8087,0,720.825.549,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11
All of Me,"Soul, R&B",John Legend,1,2013,8,1,27221,0,2.086.124.197,308,118,4.534,2,77,120,G#,Major,42,33,26,92,0,13,3
Smells Like Teen Spirit - Remastered 2021,"Grunge, Alternative Rock",Nirvana,1,1991,9,10,49991,9,1.690.192.927,265,121,12.367,4,160,117,C#,Major,52,73,91,0,0,11,7
Arcade,"Pop, Indie Pop",Duncan Laurence,1,2019,3,7,6646,0,991.336.132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4
Fair Trade (with Travis Scott),"Hip hop, Rap","Drake, Travis Scott",2,2021,9,3,5403,6,593.917.618,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26
Bar,"Latin pop, Cumbia","Tini, L-Gante",2,2021,11,11,755,4,200.972.675,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8
The Rumbling (TV Size),"Pop, Anime",SiM,1,2022,1,10,254,0,71.014.967,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5
family ties (with Kendrick Lamar),"Hip hop, Rap","Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560.222.750,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33
Mr. Brightside,"Indie Rock, Alternative Rock",The Killers,1,2003,9,23,51979,15,1.806.617.704,306,99,5.063,2,120,148,C#,Major,35,24,93,0,0,10,8
Blessed-Cursed,K-Pop,ENHYPEN,1,2022,1,10,246,0,77.337.771,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6
AM Remix,"Latin pop, Reggaeton","J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528.544.703,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16
Streets,"Pop Rap, Hip hop",Doja Cat,1,2019,11,7,5728,0,865.640.097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8
Shallow,"Pop, Ballad","Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2.159.346.687,368,155,2.854,6,121,96,G,Major,57,30,40,38,0,26,3
Polaroid Love,"Pop, K-Pop",ENHYPEN,1,2022,1,10,461,0,211.372.494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4
Leave Before You Love Me (with Jonas Brothers),"Pop, Dance Pop","Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651.732.901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4
Permission to Dance,"Pop, K-Pop",BTS,1,2021,7,9,1801,2,608.334.048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Dance Pop, Electronic Dance Music","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863.756.573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13
RAPSTAR,"Hip hop, Rap",Polo G,1,2021,4,9,4731,0,797.402.345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24
'Till I Collapse,"Hip hop, Rap","Eminem, Nate Dogg",2,2002,5,26,22923,0,1.695.712.020,78,46,2.515,1,0,171,C#,Major,55,10,85,7,0,8,20
Memories,"Pop, Rock",Maroon 5,1,2019,9,20,9974,2,1.759.567.999,272,67,1.066,1,19,91,B,Major,77,60,32,84,0,8,5
Se Le Ve,"Latin pop, Reggaeton","Arcangel, De La Ghetto, Justin Quiles, Lenny Tavarez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223.319.934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11
25k jacket (feat. Lil Baby),"Hip hop, Rap","Gunna, Lil Baby",2,2022,1,7,620,0,54.937.991,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28
When I’m Gone,"Pop, Dance Pop","Katy Perry, Alesso",2,2021,12,29,3270,0,226.897.599,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3
Esqueca-me Se For Capaz,"Latin pop, Sertanejo",Marilia Mendonca & Maiara e Maraisa,2,2021,10,14,580,0,258.316.038,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7
Mienteme,"Latin pop, Reggaeton","Tini, Maria Becerra",2,2021,4,29,3406,16,596.152.090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7
Subelo,"Latin pop, Reggaeton","Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177.129.919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8
MAMIII,"Latin pop, Reggaeton","Karol G, Becky G",2,2022,2,10,6809,28,716.591.492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8
Still D.R.E.,"Hip hop, Rap","Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1.210.599.487,141,78,6.591,1,0,93,B,Major,81,53,78,18,0,6,24
